path_name,scene_id,start_time,end_time
demolition.mp4,409,00:23:20.400,00:23:28.833
demolition.mp4,410,00:23:28.833,00:23:43.333
demolition.mp4,411,00:23:43.333,00:23:45.433
demolition.mp4,412,00:23:45.433,00:24:15.900
demolition.mp4,413,00:24:15.900,00:24:23.033
demolition.mp4,414,00:24:23.033,00:24:44.700
demolition.mp4,415,00:24:44.700,00:24:46.700
demolition.mp4,416,00:24:46.700,00:24:49.700
demolition.mp4,417,00:24:49.700,00:24:55.200
demolition.mp4,418,00:24:55.200,00:25:01.533
demolition.mp4,419,00:25:01.533,00:25:08.067
demolition.mp4,420,00:25:08.067,00:25:12.300
demolition.mp4,421,00:25:12.300,00:25:16.100
demolition.mp4,422,00:25:16.100,00:25:18.067
demolition.mp4,423,00:25:18.067,00:25:20.433
demolition.mp4,424,00:25:20.433,00:25:22.433
demolition.mp4,425,00:25:22.433,00:25:29.900
demolition.mp4,426,00:25:29.900,00:25:35.333
demolition.mp4,427,00:25:35.333,00:25:37.667
demolition.mp4,428,00:25:37.667,00:25:58.600
demolition.mp4,429,00:25:58.600,00:25:59.133
demolition.mp4,430,00:25:59.133,00:25:59.767
demolition.mp4,431,00:25:59.767,00:26:14.800
demolition.mp4,432,00:26:14.800,00:26:18.033
demolition.mp4,433,00:26:18.033,00:26:19.567
demolition.mp4,434,00:26:19.567,00:26:22.900
demolition.mp4,435,00:26:22.900,00:26:24.667
demolition.mp4,436,00:26:24.667,00:26:26.033
demolition.mp4,437,00:26:26.033,00:26:28.333
demolition.mp4,438,00:26:28.333,00:26:31.700
demolition.mp4,439,00:26:31.700,00:26:35.133
demolition.mp4,440,00:26:35.133,00:26:40.833
demolition.mp4,441,00:26:40.833,00:26:43.367
demolition.mp4,442,00:26:43.367,00:26:45.733
demolition.mp4,443,00:26:45.733,00:26:48.067
demolition.mp4,444,00:26:48.067,00:26:52.467
demolition.mp4,445,00:26:52.467,00:26:56.733
demolition.mp4,446,00:26:56.733,00:26:59.900
demolition.mp4,447,00:26:59.900,00:27:02.767
demolition.mp4,448,00:27:02.767,00:27:07.200
demolition.mp4,449,00:27:07.200,00:27:13.333
demolition.mp4,450,00:27:13.333,00:27:15.133
demolition.mp4,451,00:27:15.133,00:27:24.000
demolition.mp4,452,00:27:24.000,00:27:32.433
demolition.mp4,453,00:27:32.433,00:27:46.033
demolition.mp4,454,00:27:46.033,00:27:56.967
demolition.mp4,455,00:27:56.967,00:28:00.967
demolition.mp4,456,00:28:00.967,00:28:07.833
demolition.mp4,457,00:28:07.833,00:28:11.000
demolition.mp4,458,00:28:11.000,00:28:17.800
demolition.mp4,459,00:28:17.800,00:28:24.433
demolition.mp4,460,00:28:24.433,00:28:26.767
demolition.mp4,461,00:28:26.767,00:28:29.400
demolition.mp4,462,00:28:29.400,00:28:31.300
demolition.mp4,463,00:28:31.300,00:28:36.200
demolition.mp4,464,00:28:36.200,00:28:38.300
demolition.mp4,465,00:28:38.300,00:28:46.167
demolition.mp4,466,00:28:46.167,00:28:49.100
demolition.mp4,467,00:28:49.100,00:28:51.667
demolition.mp4,468,00:28:51.667,00:28:53.533
demolition.mp4,469,00:28:53.533,00:28:54.933
demolition.mp4,470,00:28:54.933,00:29:00.533
demolition.mp4,471,00:29:00.533,00:29:06.567
demolition.mp4,472,00:29:06.567,00:29:14.233
demolition.mp4,473,00:29:14.233,00:29:18.967
demolition.mp4,474,00:29:18.967,00:29:20.800
demolition.mp4,475,00:29:20.800,00:29:22.500
demolition.mp4,476,00:29:22.500,00:29:23.833
demolition.mp4,477,00:29:23.833,00:29:26.967
demolition.mp4,478,00:29:26.967,00:29:29.300
demolition.mp4,479,00:29:29.300,00:29:31.433
demolition.mp4,480,00:29:31.433,00:29:33.500
demolition.mp4,481,00:29:33.500,00:29:35.200
demolition.mp4,482,00:29:35.200,00:29:36.867
demolition.mp4,483,00:29:36.867,00:29:39.067
demolition.mp4,484,00:29:39.067,00:29:41.033
demolition.mp4,485,00:29:41.033,00:29:44.767
demolition.mp4,486,00:29:44.767,00:29:48.533
demolition.mp4,487,00:29:48.533,00:29:52.033
demolition.mp4,488,00:29:52.033,00:29:54.133
demolition.mp4,489,00:29:54.133,00:29:56.167
demolition.mp4,490,00:29:56.167,00:29:59.667
demolition.mp4,491,00:29:59.667,00:30:01.467
